GrapeType,Category,Cultivar,Quantity (kg),Year
subopt_01,TINTAS,Alicante Bouschet,,1970
subopt_01,TINTAS,Ancelota,,1970
subopt_01,TINTAS,Aramon,,1970
subopt_01,TINTAS,Alfrocheiro,,1970
subopt_01,TINTAS,Arinarnoa,,1970
subopt_01,TINTAS,Aspirant Bouschet,,1970
subopt_01,TINTAS,Barbera,4548313.0,1970
subopt_01,TINTAS,Bonarda,1631610.0,1970
subopt_01,TINTAS,Cabernet Franc,238837.0,1970
subopt_01,TINTAS,Cabernet Sauvignon,,1970
subopt_01,TINTAS,Caladoc,,1970
subopt_01,TINTAS,Campanario,,1970
subopt_01,TINTAS,Canaiolo,596766.0,1970
subopt_01,TINTAS,Carignan,,1970
subopt_01,TINTAS,Carmenere,1235.0,1970
subopt_01,TINTAS,Castelão,,1970
subopt_01,TINTAS,Corvina,,1970
subopt_01,TINTAS,Croatina,,1970
subopt_01,TINTAS,Cinsaut,,1970
subopt_01,TINTAS,Dom Felder,,1970
subopt_01,TINTAS,Dolcetto,,1970
subopt_01,TINTAS,Durif,,1970
subopt_01,TINTAS,Egiodola,,1970
subopt_01,TINTAS,Ekigaina,,1970
subopt_01,TINTAS,Festival (Sugraone),,1970
subopt_01,TINTAS,Franconia,,1970
subopt_01,TINTAS,Freisa,1661.0,1970
subopt_01,TINTAS,Gamay St Romain,,1970
subopt_01,TINTAS,Gamay Beaujolais,,1970
subopt_01,TINTAS,Grand Noir,,1970
subopt_01,TINTAS,Grenache,19753.0,1970
subopt_01,TINTAS,Jaen,,1970
subopt_01,TINTAS,Lagrein,,1970
subopt_01,TINTAS,Lambrusco,2259.0,1970
subopt_01,TINTAS,Malbec,4097.0,1970
subopt_01,TINTAS,Marzemina,62546.0,1970
subopt_01,TINTAS,Merlot,185596.0,1970
subopt_01,TINTAS,Marselan,,1970
subopt_01,TINTAS,Mistura de uvas viníferas tinto,,1970
subopt_01,TINTAS,Molinera,,1970
subopt_01,TINTAS,Montepulciano,,1970
subopt_01,TINTAS,Moscato Bailey,,1970
subopt_01,TINTAS,Napa Gamay,,1970
subopt_01,TINTAS,Nebbiolo,,1970
subopt_01,TINTAS,Petit Verdot,,1970
subopt_01,TINTAS,Petite Sirah,,1970
subopt_01,TINTAS,Pinotage,,1970
subopt_01,TINTAS,Pinot Noir,,1970
subopt_01,TINTAS,Pinot Saint George,,1970
subopt_01,TINTAS,Piriquita,,1970
subopt_01,TINTAS,Primitivo,,1970
subopt_01,TINTAS,Rebo,,1970
subopt_01,TINTAS,Refosco,,1970
subopt_01,TINTAS,Rondinella,,1970
subopt_01,TINTAS,Ruby Cabernet,,1970
subopt_01,TINTAS,Sangiovese,27566.0,1970
subopt_01,TINTAS,Saperavi,,1970
subopt_01,TINTAS,Sira (falsa),3127989.0,1970
subopt_01,TINTAS,Tannat,,1970
subopt_01,TINTAS,Tempranillo,,1970
subopt_01,TINTAS,Teroldego,,1970
subopt_01,TINTAS,Torrontes,,1970
subopt_01,TINTAS,Tinta Barroca,,1970
subopt_01,TINTAS,Tinta Roriz,,1970
subopt_01,TINTAS,Touriga Francesa,,1970
subopt_01,TINTAS,Touriga Nacional,,1970
subopt_01,TINTAS,Tinta Madeira,,1970
subopt_01,TINTAS,Tintoria,,1970
subopt_01,TINTAS,Trincdeira,,1970
subopt_01,TINTAS,Trousseau,,1970
subopt_01,TINTAS,Zinfandel,,1970
subopt_01,TINTAS,Outras1,,1970
subopt_01,BRANCAS E ROSADAS,Aliatico,,1970
subopt_01,BRANCAS E ROSADAS,Aligote,530.0,1970
subopt_01,BRANCAS E ROSADAS,Altesse,,1970
subopt_01,BRANCAS E ROSADAS,Alvarinho,,1970
subopt_01,BRANCAS E ROSADAS,Arriloba,,1970
subopt_01,BRANCAS E ROSADAS,Auxerrois,,1970
subopt_01,BRANCAS E ROSADAS,Burger,,1970
subopt_01,BRANCAS E ROSADAS,Chardonnay,,1970
subopt_01,BRANCAS E ROSADAS,Chasselas,,1970
subopt_01,BRANCAS E ROSADAS,Chenin Blanc,,1970
subopt_01,BRANCAS E ROSADAS,Clairette(1),146617.0,1970
subopt_01,BRANCAS E ROSADAS,Colombard,,1970
subopt_01,BRANCAS E ROSADAS,Flora,,1970
subopt_01,BRANCAS E ROSADAS,Garganega,,1970
subopt_01,BRANCAS E ROSADAS,Gewurztraminer,,1970
subopt_01,BRANCAS E ROSADAS,Gouveio,,1970
subopt_01,BRANCAS E ROSADAS,Gros Manseng,,1970
subopt_01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),,1970
subopt_01,BRANCAS E ROSADAS,Maccabeo,,1970
subopt_01,BRANCAS E ROSADAS,Malvasia,878012.0,1970
subopt_01,BRANCAS E ROSADAS,Malvasia Amarela,,1970
subopt_01,BRANCAS E ROSADAS,Malvasia Bianca,,1970
subopt_01,BRANCAS E ROSADAS,Malvasia Chianti,,1970
subopt_01,BRANCAS E ROSADAS,Malvasia Verde,,1970
subopt_01,BRANCAS E ROSADAS,Malvasia di Candia,,1970
subopt_01,BRANCAS E ROSADAS,Malvasia Istriana,,1970
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,,1970
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,,1970
subopt_01,BRANCAS E ROSADAS,Moscato Branco,5772931.0,1970
subopt_01,BRANCAS E ROSADAS,Moscato Canelli,,1970
subopt_01,BRANCAS E ROSADAS,Moscato Giallo,,1970
subopt_01,BRANCAS E ROSADAS,Moscato Nazareno,,1970
subopt_01,BRANCAS E ROSADAS,Moscato Bianco R2,,1970
subopt_01,BRANCAS E ROSADAS,Moscato de Alexandria,,1970
subopt_01,BRANCAS E ROSADAS,Moscato Rosado,,1970
subopt_01,BRANCAS E ROSADAS,Muscat à Petits Grains,,1970
subopt_01,BRANCAS E ROSADAS,Muller Thurgau,,1970
subopt_01,BRANCAS E ROSADAS,Muscadelle,,1970
subopt_01,BRANCAS E ROSADAS,Ora,,1970
subopt_01,BRANCAS E ROSADAS,Palomino,,1970
subopt_01,BRANCAS E ROSADAS,Petit Manseng,,1970
subopt_01,BRANCAS E ROSADAS,Peverella,2084128.0,1970
subopt_01,BRANCAS E ROSADAS,Pinot Blanc,4000.0,1970
subopt_01,BRANCAS E ROSADAS,Pinot Gris,,1970
subopt_01,BRANCAS E ROSADAS,Prosecco,,1970
subopt_01,BRANCAS E ROSADAS,Red Veltliner,,1970
subopt_01,BRANCAS E ROSADAS,Riesling Italico,413149.0,1970
subopt_01,BRANCAS E ROSADAS,Riesling Renano,,1970
subopt_01,BRANCAS E ROSADAS,Sauvignon Blanc(2),2819.0,1970
subopt_01,BRANCAS E ROSADAS,Sauvignon Gris,,1970
subopt_01,BRANCAS E ROSADAS,Seara Nova,,1970
subopt_01,BRANCAS E ROSADAS,Semillon,1916.0,1970
subopt_01,BRANCAS E ROSADAS,Schonburger,,1970
subopt_01,BRANCAS E ROSADAS,Sylvaner,,1970
subopt_01,BRANCAS E ROSADAS,Tocai Friulano,,1970
subopt_01,BRANCAS E ROSADAS,Trebbiano,7277270.0,1970
subopt_01,BRANCAS E ROSADAS,Trebbiano Toscano,,1970
subopt_01,BRANCAS E ROSADAS,Verdea,,1970
subopt_01,BRANCAS E ROSADAS,Verdelho,,1970
subopt_01,BRANCAS E ROSADAS,Verdiso,7950.0,1970
subopt_01,BRANCAS E ROSADAS,Vermentino,20461.0,1970
subopt_01,BRANCAS E ROSADAS,Vernaccia,122467.0,1970
subopt_01,BRANCAS E ROSADAS,Viogner,,1970
subopt_01,BRANCAS E ROSADAS,Viognier,,1970
subopt_01,BRANCAS E ROSADAS,Outras(3),2126291.0,1970
subopt_01,Total,Total,29306769.0,1970
subopt_02,TINTAS,Bacarina,82899.0,1970
subopt_02,TINTAS,Bailey,,1970
subopt_02,TINTAS,Bordo,7242197.0,1970
subopt_02,TINTAS,Bourdin (S),,1970
subopt_02,TINTAS,BRS Carmen,,1970
subopt_02,TINTAS,BRS Cora,,1970
subopt_02,TINTAS,BRS Magna,,1970
subopt_02,TINTAS,BRS Margot,,1970
subopt_02,TINTAS,BRS Morena,,1970
subopt_02,TINTAS,BRS Núbia,,1970
subopt_02,TINTAS,BRS Rúbea,,1970
subopt_02,TINTAS,BRS Violeta,,1970
subopt_02,TINTAS,BRS Vitória,,1970
subopt_02,TINTAS,Champagnon (Champanheta),,1970
subopt_02,TINTAS,Coleções,,1970
subopt_02,TINTAS,Concord,5407624.0,1970
subopt_02,TINTAS,Concord clone 30,,1970
subopt_02,TINTAS,Couderc,2713692.0,1970
subopt_02,TINTAS,Cynthiana(1),568653.0,1970
subopt_02,TINTAS,Herbemont,62053013.0,1970
subopt_02,TINTAS,IAC 138022,,1970
subopt_02,TINTAS,Isabel,193840398.0,1970
subopt_02,TINTAS,Isabel Precoce,,1970
subopt_02,TINTAS,Jacquez,390593.0,1970
subopt_02,TINTAS,Kyoko,,1970
subopt_02,TINTAS,Landot,134384.0,1970
subopt_02,TINTAS,Mistura de uvas americanas tinto,,1970
subopt_02,TINTAS,Oberlin,15682.0,1970
subopt_02,TINTAS,Othello,33013.0,1970
subopt_02,TINTAS,Paco,,1970
subopt_02,TINTAS,Patricia,,1970
subopt_02,TINTAS,Seibel,11803494.0,1970
subopt_02,TINTAS,Seibel 2 (seibeleto),,1970
subopt_02,TINTAS,Seyve Willard (Tinta),,1970
subopt_02,TINTAS,Vênus,,1970
subopt_02,BRANCAS E ROSADAS,Baco,4647.0,1970
subopt_02,BRANCAS E ROSADAS,Bokay,,1970
subopt_02,BRANCAS E ROSADAS,BRS Bibiana,,1970
subopt_02,BRANCAS E ROSADAS,BRS Clara,,1970
subopt_02,BRANCAS E ROSADAS,BRS Lorena,,1970
subopt_02,BRANCAS E ROSADAS,Couderc 13,,1970
subopt_02,BRANCAS E ROSADAS,Delaware,22705.0,1970
subopt_02,BRANCAS E ROSADAS,Dona Zillá,,1970
subopt_02,BRANCAS E ROSADAS,Dut Chess,,1970
subopt_02,BRANCAS E ROSADAS,Goethe,311458.0,1970
subopt_02,BRANCAS E ROSADAS,IAC,,1970
subopt_02,BRANCAS E ROSADAS,Juliana,,1970
subopt_02,BRANCAS E ROSADAS,Martha,15045.0,1970
subopt_02,BRANCAS E ROSADAS,Mistura de uvas americanas,,1970
subopt_02,BRANCAS E ROSADAS,Moscato Embrapa,,1970
subopt_02,BRANCAS E ROSADAS,Niagara,631152.0,1970
subopt_02,BRANCAS E ROSADAS,Niagara Branca,,1970
subopt_02,BRANCAS E ROSADAS,Niagara Rosada,,1970
subopt_02,BRANCAS E ROSADAS,Poloske,,1970
subopt_02,BRANCAS E ROSADAS,Seleções,,1970
subopt_02,BRANCAS E ROSADAS,Seyve Villard,,1970
subopt_02,BRANCAS E ROSADAS,Seyve Villard 5276,,1970
subopt_02,BRANCAS E ROSADAS,Seyve Villard 12375,,1970
subopt_02,BRANCAS E ROSADAS,Tardia de Caxias,,1970
subopt_02,BRANCAS E ROSADAS,Outras(2),,1970
subopt_02,Total,Total,285270649.0,1970
subopt_03,TINTAS,Alphonse Lavallee,31878.0,1970
subopt_03,TINTAS,Moscato de Hamburgo,25098.0,1970
subopt_03,BRANCAS,Cardinal,,1970
subopt_03,BRANCAS,Golden Queen,167.0,1970
subopt_03,BRANCAS,Patrícia,,1970
subopt_03,BRANCAS,Perlona,,1970
subopt_03,BRANCAS,Italia,3733.0,1970
subopt_03,BRANCAS,"Rubi (Itália, Itália Ro)",,1970
subopt_03,Total,Total,60876.0,1970
subopt_04,Total,Total,3675463.0,1970
subopt_01,TINTAS,Alicante Bouschet,,1971
subopt_01,TINTAS,Ancelota,,1971
subopt_01,TINTAS,Aramon,,1971
subopt_01,TINTAS,Alfrocheiro,,1971
subopt_01,TINTAS,Arinarnoa,,1971
subopt_01,TINTAS,Aspirant Bouschet,,1971
subopt_01,TINTAS,Barbera,3971627.0,1971
subopt_01,TINTAS,Bonarda,1868929.0,1971
subopt_01,TINTAS,Cabernet Franc,324924.0,1971
subopt_01,TINTAS,Cabernet Sauvignon,,1971
subopt_01,TINTAS,Caladoc,,1971
subopt_01,TINTAS,Campanario,,1971
subopt_01,TINTAS,Canaiolo,607921.0,1971
subopt_01,TINTAS,Carignan,11796.0,1971
subopt_01,TINTAS,Carmenere,18288.0,1971
subopt_01,TINTAS,Castelão,,1971
subopt_01,TINTAS,Corvina,,1971
subopt_01,TINTAS,Croatina,,1971
subopt_01,TINTAS,Cinsaut,,1971
subopt_01,TINTAS,Dom Felder,,1971
subopt_01,TINTAS,Dolcetto,,1971
subopt_01,TINTAS,Durif,,1971
subopt_01,TINTAS,Egiodola,,1971
subopt_01,TINTAS,Ekigaina,,1971
subopt_01,TINTAS,Festival (Sugraone),,1971
subopt_01,TINTAS,Franconia,,1971
subopt_01,TINTAS,Freisa,1519.0,1971
subopt_01,TINTAS,Gamay St Romain,,1971
subopt_01,TINTAS,Gamay Beaujolais,,1971
subopt_01,TINTAS,Grand Noir,930.0,1971
subopt_01,TINTAS,Grenache,22418.0,1971
subopt_01,TINTAS,Jaen,,1971
subopt_01,TINTAS,Lagrein,,1971
subopt_01,TINTAS,Lambrusco,2670.0,1971
subopt_01,TINTAS,Malbec,4884.0,1971
subopt_01,TINTAS,Marzemina,66569.0,1971
subopt_01,TINTAS,Merlot,164533.0,1971
subopt_01,TINTAS,Marselan,,1971
subopt_01,TINTAS,Mistura de uvas viníferas tinto,,1971
subopt_01,TINTAS,Molinera,,1971
subopt_01,TINTAS,Montepulciano,,1971
subopt_01,TINTAS,Moscato Bailey,,1971
subopt_01,TINTAS,Napa Gamay,,1971
subopt_01,TINTAS,Nebbiolo,,1971
subopt_01,TINTAS,Petit Verdot,,1971
subopt_01,TINTAS,Petite Sirah,,1971
subopt_01,TINTAS,Pinotage,,1971
subopt_01,TINTAS,Pinot Noir,,1971
subopt_01,TINTAS,Pinot Saint George,,1971
subopt_01,TINTAS,Piriquita,,1971
subopt_01,TINTAS,Primitivo,,1971
subopt_01,TINTAS,Rebo,,1971
subopt_01,TINTAS,Refosco,,1971
subopt_01,TINTAS,Rondinella,,1971
subopt_01,TINTAS,Ruby Cabernet,,1971
subopt_01,TINTAS,Sangiovese,59316.0,1971
subopt_01,TINTAS,Saperavi,,1971
subopt_01,TINTAS,Sira (falsa),3886509.0,1971
subopt_01,TINTAS,Tannat,,1971
subopt_01,TINTAS,Tempranillo,,1971
subopt_01,TINTAS,Teroldego,,1971
subopt_01,TINTAS,Torrontes,,1971
subopt_01,TINTAS,Tinta Barroca,,1971
subopt_01,TINTAS,Tinta Roriz,,1971
subopt_01,TINTAS,Touriga Francesa,,1971
subopt_01,TINTAS,Touriga Nacional,,1971
subopt_01,TINTAS,Tinta Madeira,,1971
subopt_01,TINTAS,Tintoria,,1971
subopt_01,TINTAS,Trincdeira,,1971
subopt_01,TINTAS,Trousseau,,1971
subopt_01,TINTAS,Zinfandel,,1971
subopt_01,TINTAS,Outras1,,1971
subopt_01,BRANCAS E ROSADAS,Aliatico,,1971
subopt_01,BRANCAS E ROSADAS,Aligote,1000.0,1971
subopt_01,BRANCAS E ROSADAS,Altesse,,1971
subopt_01,BRANCAS E ROSADAS,Alvarinho,,1971
subopt_01,BRANCAS E ROSADAS,Arriloba,,1971
subopt_01,BRANCAS E ROSADAS,Auxerrois,,1971
subopt_01,BRANCAS E ROSADAS,Burger,,1971
subopt_01,BRANCAS E ROSADAS,Chardonnay,,1971
subopt_01,BRANCAS E ROSADAS,Chasselas,,1971
subopt_01,BRANCAS E ROSADAS,Chenin Blanc,,1971
subopt_01,BRANCAS E ROSADAS,Clairette(1),116887.0,1971
subopt_01,BRANCAS E ROSADAS,Colombard,,1971
subopt_01,BRANCAS E ROSADAS,Flora,,1971
subopt_01,BRANCAS E ROSADAS,Garganega,,1971
subopt_01,BRANCAS E ROSADAS,Gewurztraminer,,1971
subopt_01,BRANCAS E ROSADAS,Gouveio,,1971
subopt_01,BRANCAS E ROSADAS,Gros Manseng,,1971
subopt_01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),,1971
subopt_01,BRANCAS E ROSADAS,Maccabeo,,1971
subopt_01,BRANCAS E ROSADAS,Malvasia,611457.0,1971
subopt_01,BRANCAS E ROSADAS,Malvasia Amarela,,1971
subopt_01,BRANCAS E ROSADAS,Malvasia Bianca,,1971
subopt_01,BRANCAS E ROSADAS,Malvasia Chianti,,1971
subopt_01,BRANCAS E ROSADAS,Malvasia Verde,,1971
subopt_01,BRANCAS E ROSADAS,Malvasia di Candia,,1971
subopt_01,BRANCAS E ROSADAS,Malvasia Istriana,,1971
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas branco,,1971
subopt_01,BRANCAS E ROSADAS,Mistura de uvas viníferas rosado,,1971
subopt_01,BRANCAS E ROSADAS,Moscato Branco,5334475.0,1971
subopt_01,BRANCAS E ROSADAS,Moscato Canelli,,1971
subopt_01,BRANCAS E ROSADAS,Moscato Giallo,,1971
subopt_01,BRANCAS E ROSADAS,Moscato Nazareno,,1971
subopt_01,BRANCAS E ROSADAS,Moscato Bianco R2,,1971
subopt_01,BRANCAS E ROSADAS,Moscato de Alexandria,,1971
subopt_01,BRANCAS E ROSADAS,Moscato Rosado,,1971
subopt_01,BRANCAS E ROSADAS,Muscat à Petits Grains,,1971
subopt_01,BRANCAS E ROSADAS,Muller Thurgau,,1971
subopt_01,BRANCAS E ROSADAS,Muscadelle,,1971
subopt_01,BRANCAS E ROSADAS,Ora,,1971
subopt_01,BRANCAS E ROSADAS,Palomino,,1971
subopt_01,BRANCAS E ROSADAS,Petit Manseng,,1971
subopt_01,BRANCAS E ROSADAS,Peverella,2117931.0,1971
subopt_01,BRANCAS E ROSADAS,Pinot Blanc,,1971
subopt_01,BRANCAS E ROSADAS,Pinot Gris,,1971
subopt_01,BRANCAS E ROSADAS,Prosecco,,1971
subopt_01,BRANCAS E ROSADAS,Red Veltliner,,1971
subopt_01,BRANCAS E ROSADAS,Riesling Italico,404159.0,1971
subopt_01,BRANCAS E ROSADAS,Riesling Renano,,1971
subopt_01,BRANCAS E ROSADAS,Sauvignon Blanc(2),5492.0,1971
subopt_01,BRANCAS E ROSADAS,Sauvignon Gris,,1971
subopt_01,BRANCAS E ROSADAS,Seara Nova,,1971
subopt_01,BRANCAS E ROSADAS,Semillon,,1971
subopt_01,BRANCAS E ROSADAS,Schonburger,,1971
subopt_01,BRANCAS E ROSADAS,Sylvaner,,1971
subopt_01,BRANCAS E ROSADAS,Tocai Friulano,,1971
subopt_01,BRANCAS E ROSADAS,Trebbiano,12225175.0,1971
subopt_01,BRANCAS E ROSADAS,Trebbiano Toscano,,1971
subopt_01,BRANCAS E ROSADAS,Verdea,6184.0,1971
subopt_01,BRANCAS E ROSADAS,Verdelho,,1971
subopt_01,BRANCAS E ROSADAS,Verdiso,770.0,1971
subopt_01,BRANCAS E ROSADAS,Vermentino,6097.0,1971
subopt_01,BRANCAS E ROSADAS,Vernaccia,190297.0,1971
subopt_01,BRANCAS E ROSADAS,Viogner,,1971
subopt_01,BRANCAS E ROSADAS,Viognier,,1971
subopt_01,BRANCAS E ROSADAS,Outras(3),1148313.0,1971
subopt_01,Total,Total,33181070.0,1971
subopt_02,TINTAS,Bacarina,106962.0,1971
subopt_02,TINTAS,Bailey,,1971
subopt_02,TINTAS,Bordo,7227090.0,1971
subopt_02,TINTAS,Bourdin (S),,1971
subopt_02,TINTAS,BRS Carmen,,1971
subopt_02,TINTAS,BRS Cora,,1971
subopt_02,TINTAS,BRS Magna,,1971
subopt_02,TINTAS,BRS Margot,,1971
subopt_02,TINTAS,BRS Morena,,1971
subopt_02,TINTAS,BRS Núbia,,1971
subopt_02,TINTAS,BRS Rúbea,,1971
subopt_02,TINTAS,BRS Violeta,,1971
subopt_02,TINTAS,BRS Vitória,,1971
subopt_02,TINTAS,Champagnon (Champanheta),,1971
subopt_02,TINTAS,Coleções,,1971
subopt_02,TINTAS,Concord,3726469.0,1971
subopt_02,TINTAS,Concord clone 30,,1971
subopt_02,TINTAS,Couderc,2835642.0,1971
subopt_02,TINTAS,Cynthiana(1),419550.0,1971
subopt_02,TINTAS,Herbemont,43864620.0,1971
subopt_02,TINTAS,IAC 138022,,1971
subopt_02,TINTAS,Isabel,126754464.0,1971
subopt_02,TINTAS,Isabel Precoce,,1971
subopt_02,TINTAS,Jacquez,203081.0,1971
subopt_02,TINTAS,Kyoko,,1971
subopt_02,TINTAS,Landot,106917.0,1971
subopt_02,TINTAS,Mistura de uvas americanas tinto,,1971
subopt_02,TINTAS,Oberlin,34722.0,1971
subopt_02,TINTAS,Othello,106190.0,1971
subopt_02,TINTAS,Paco,,1971
subopt_02,TINTAS,Patricia,,1971
subopt_02,TINTAS,Seibel,8309720.0,1971
subopt_02,TINTAS,Seibel 2 (seibeleto),,1971
subopt_02,TINTAS,Seyve Willard (Tinta),,1971
subopt_02,TINTAS,Vênus,,1971
subopt_02,BRANCAS E ROSADAS,Baco,5873.0,1971
subopt_02,BRANCAS E ROSADAS,Bokay,,1971
subopt_02,BRANCAS E ROSADAS,BRS Bibiana,,1971
subopt_02,BRANCAS E ROSADAS,BRS Clara,,1971
subopt_02,BRANCAS E ROSADAS,BRS Lorena,,1971
subopt_02,BRANCAS E ROSADAS,Couderc 13,,1971
subopt_02,BRANCAS E ROSADAS,Delaware,22883.0,1971
subopt_02,BRANCAS E ROSADAS,Dona Zillá,,1971
subopt_02,BRANCAS E ROSADAS,Dut Chess,,1971
subopt_02,BRANCAS E ROSADAS,Goethe,267549.0,1971
subopt_02,BRANCAS E ROSADAS,IAC,,1971
subopt_02,BRANCAS E ROSADAS,Juliana,,1971
subopt_02,BRANCAS E ROSADAS,Martha,21972.0,1971
subopt_02,BRANCAS E ROSADAS,Mistura de uvas americanas,,1971
subopt_02,BRANCAS E ROSADAS,Moscato Embrapa,,1971
subopt_02,BRANCAS E ROSADAS,Niagara,239017.0,1971
subopt_02,BRANCAS E ROSADAS,Niagara Branca,,1971
subopt_02,BRANCAS E ROSADAS,Niagara Rosada,,1971
subopt_02,BRANCAS E ROSADAS,Poloske,,1971
subopt_02,BRANCAS E ROSADAS,Seleções,,1971
subopt_02,BRANCAS E ROSADAS,Seyve Villard,,1971
subopt_02,BRANCAS E ROSADAS,Seyve Villard 5276,,1971
subopt_02,BRANCAS E ROSADAS,Seyve Villard 12375,,1971
subopt_02,BRANCAS E ROSADAS,Tardia de Caxias,,1971
subopt_02,BRANCAS E ROSADAS,Outras(2),,1971
subopt_02,Total,Total,194252721.0,1971
subopt_03,TINTAS,Alphonse Lavallee,2333.0,1971
subopt_03,TINTAS,Moscato de Hamburgo,41057.0,1971
subopt_03,BRANCAS,Cardinal,,1971
subopt_03,BRANCAS,Golden Queen,8654.0,1971
subopt_03,BRANCAS,Patrícia,,1971
subopt_03,BRANCAS,Perlona,,1971
subopt_03,BRANCAS,Italia,7681.0,1971
subopt_03,BRANCAS,"Rubi (Itália, Itália Ro)",,1971
subopt_03,Total,Total,59725.0,1971
subopt_04,Total,Total,665425.0,1971
subopt_01,TINTAS,Alicante Bouschet,,1972
subopt_01,TINTAS,Ancelota,,1972
subopt_01,TINTAS,Aramon,,1972
subopt_01,TINTAS,Alfrocheiro,,1972
subopt_01,TINTAS,Arinarnoa,,1972
subopt_01,TINTAS,Aspirant Bouschet,,1972
subopt_01,TINTAS,Barbera,4035482.0,1972
subopt_01,TINTAS,Bonarda,1875069.0,1972
subopt_01,TINTAS,Cabernet Franc,572871.0,1972
subopt_01,TINTAS,Cabernet Sauvignon,,1972
subopt_01,TINTAS,Caladoc,,1972
subopt_01,TINTAS,Campanario,,1972
subopt_01,TINTAS,Canaiolo,552841.0,1972
subopt_01,TINTAS,Carignan,7537.0,1972
subopt_01,TINTAS,Carmenere,22154.0,1972
subopt_01,TINTAS,Castelão,,1972
subopt_01,TINTAS,Corvina,,1972
subopt_01,TINTAS,Croatina,,1972
subopt_01,TINTAS,Cinsaut,,1972
subopt_01,TINTAS,Dom Felder,,1972
subopt_01,TINTAS,Dolcetto,,1972
subopt_01,TINTAS,Durif,,1972
subopt_01,TINTAS,Egiodola,,1972
subopt_01,TINTAS,Ekigaina,,1972
subopt_01,TINTAS,Festival (Sugraone),,1972
subopt_01,TINTAS,Franconia,,1972
subopt_01,TINTAS,Freisa,1005.0,1972
subopt_01,TINTAS,Gamay St Romain,189.0,1972
subopt_01,TINTAS,Gamay Beaujolais,,1972
subopt_01,TINTAS,Grand Noir,603.0,1972
subopt_01,TINTAS,Grenache,18488.0,1972
subopt_01,TINTAS,Jaen,,1972
subopt_01,TINTAS,Lagrein,,1972
subopt_01,TINTAS,Lambrusco,100.0,1972
subopt_01,TINTAS,Malbec,,1972
subopt_01,TINTAS,Marzemina,138699.0,1972
subopt_01,TINTAS,Merlot,198870.0,1972
subopt_01,TINTAS,Marselan,,1972
subopt_01,TINTAS,Mistura de uvas viníferas tinto,,1972
subopt_01,TINTAS,Molinera,,1972
subopt_01,TINTAS,Montepulciano,,1972
subopt_01,TINTAS,Moscato Bailey,,1972
subopt_01,TINTAS,Napa Gamay,,1972
subopt_01,TINTAS,Nebbiolo,,1972
subopt_01,TINTAS,Petit Verdot,,1972
subopt_01,TINTAS,Petite Sirah,,1972
subopt_01,TINTAS,Pinotage,,1972
subopt_01,TINTAS,Pinot Noir,13440.0,1972
subopt_01,TINTAS,Pinot Saint George,,1972
subopt_01,TINTAS,Piriquita,,1972
subopt_01,TINTAS,Primitivo,,1972
subopt_01,TINTAS,Rebo,,1972
subopt_01,TINTAS,Refosco,,1972
subopt_01,TINTAS,Rondinella,,1972
subopt_01,TINTAS,Ruby Cabernet,,1972
subopt_01,TINTAS,Sangiovese,62175.0,1972
subopt_01,TINTAS,Saperavi,,1972
subopt_01,TINTAS,Sira (falsa),3299301.0,1972
subopt_01,TINTAS,Tannat,,1972
subopt_01,TINTAS,Tempranillo,,1972
subopt_01,TINTAS,Teroldego,,1972
subopt_01,TINTAS,Torrontes,,1972
subopt_01,TINTAS,Tinta Barroca,,1972
subopt_01,TINTAS,Tinta Roriz,,1972
subopt_01,TINTAS,Touriga Francesa,,1972
subopt_01,TINTAS,Touriga Nacional,,1972
subopt_01,TINTAS,Tinta Madeira,,1972
subopt_01,TINTAS,Tintoria,,1972
subopt_01,TINTAS,Trincdeira,,1972
subopt_01,TINTAS,Trousseau,,1972
subopt_01,TINTAS,Zinfandel,,1972
subopt_01,TINTAS,Outras1,,1972
subopt_01,BRANCAS E ROSADAS,Aliatico,,1972
subopt_01,BRANCAS E ROSADAS,Aligote,1969.0,1972
subopt_01,BRANCAS E ROSADAS,Altesse,,1972
subopt_01,BRANCAS E ROSADAS,Alvarinho,,1972
subopt_01,BRANCAS E ROSADAS,Arriloba,,1972
subopt_01,BRANCAS E ROSADAS,Auxerrois,,1972
subopt_01,BRANCAS E ROSADAS,Burger,,1972
subopt_01,BRANCAS E ROSADAS,Chardonnay,,1972
subopt_01,BRANCAS E ROSADAS,Chasselas,13255.0,1972
subopt_01,BRANCAS E ROSADAS,Chenin Blanc,,1972
subopt_01,BRANCAS E ROSADAS,Clairette(1),120166.0,1972
subopt_01,BRANCAS E ROSADAS,Colombard,,1972
subopt_01,BRANCAS E ROSADAS,Flora,,1972
subopt_01,BRANCAS E ROSADAS,Garganega,,1972
subopt_01,BRANCAS E ROSADAS,Gewurztraminer,,1972
subopt_01,BRANCAS E ROSADAS,Gouveio,,1972
subopt_01,BRANCAS E ROSADAS,Gros Manseng,,1972
subopt_01,BRANCAS E ROSADAS,Italia (Pirovano 65) (PE),,1972
subopt_01,BRANCAS E ROSADAS,Maccabeo,,1972
subopt_01,BRANCAS E ROSADAS,Malvasia,763732.0,1972
