Type,Country,Quantity (kg),Value (US$),Year
Uvas frescas,Outros,,,1977
Uvas passas,Afeganistão,,,1977
Uvas passas,África do Sul,,,1977
Uvas passas,"Alemanha, República Democrática",,,1977
Uvas passas,Arábia Saudita,,,1977
Uvas passas,Argentina,2549687.0,2663929.0,1977
Uvas passas,Austrália,,,1977
Uvas passas,Bélgica,,,1977
Uvas passas,Chile,670742.0,1052119.0,1977
Uvas passas,China,,,1977
Uvas passas,China Continental,,,1977
Uvas passas,Cingapura,,,1977
Uvas passas,Costa Rica,,,1977
Uvas passas,Emirados,,,1977
Uvas passas,Egito,,,1977
Uvas passas,Espanha,,,1977
Uvas passas,Estados Unidos,171998.0,378357.0,1977
Uvas passas,França,,,1977
Uvas passas,Grécia,20000.0,23500.0,1977
Uvas passas,Guiana Britânica,,,1977
Uvas passas,Índia,,,1977
Uvas passas,Irã,,,1977
Uvas passas,Itália,,,1977
Uvas passas,Japão,,,1977
Uvas passas,México,686190.0,990436.0,1977
Uvas passas,Países Baixos,,,1977
Uvas passas,Paraguai,,,1977
Uvas passas,Peru,,,1977
Uvas passas,Portugal,,,1977
Uvas passas,Reino Unido,,,1977
Uvas passas,Suécia,,,1977
Uvas passas,Turquia,,,1977
Uvas passas,Uruguai,,,1977
Uvas passas,Uzbequistão,,,1977
Uvas passas,Venezuela,,,1977
Uvas passas,Não consta na tabela,,,1977
Uvas passas,Outros,,,1977
Suco de uva,Africa do Sul,,,1977
Suco de uva,Alemanha,,,1977
Suco de uva,Argentina,,,1977
Suco de uva,Austria,,,1977
Suco de uva,Canadá,,,1977
Suco de uva,"Coreia do Sul, República",,,1977
Suco de uva,"Coreia do Norte, República",,,1977
Suco de uva,Chile,,,1977
Suco de uva,China,,,1977
Suco de uva,Dinamarca,,,1977
Suco de uva,Espanha,,,1977
Suco de uva,Estados Unidos,,,1977
Suco de uva,França,,,1977
Suco de uva,Guiana,,,1977
Suco de uva,Israel,,,1977
Suco de uva,itália,,,1977
Suco de uva,Japão,,,1977
Suco de uva,Líbano,,,1977
Suco de uva,México,,,1977
Suco de uva,Países Baixos,,,1977
Suco de uva,Panamá,,,1977
Suco de uva,Peru,,,1977
Suco de uva,Portugal,,,1977
Suco de uva,Reino Unido,,,1977
Suco de uva,Taiwan,,,1977
Suco de uva,Turquia,,,1977
Suco de uva,Uruguai,,,1977
Suco de uva,Venezuela,,,1977
Suco de uva,Outros,,,1977
Vinhos de mesa,Africa do Sul,,,1978
Vinhos de mesa,Alemanha,437831.0,668631.0,1978
Vinhos de mesa,Argélia,,,1978
Vinhos de mesa,Arábia Saudita,,,1978
Vinhos de mesa,Argentina,614134.0,709813.0,1978
Vinhos de mesa,Armênia,,,1978
Vinhos de mesa,Austrália,,,1978
Vinhos de mesa,Áustria,600.0,386.0,1978
Vinhos de mesa,Bermudas,,,1978
Vinhos de mesa,Bélgica,,,1978
Vinhos de mesa,Bolívia,,,1978
Vinhos de mesa,Bósnia-Herzegovina,,,1978
Vinhos de mesa,Brasil,,,1978
Vinhos de mesa,Bulgária,,,1978
Vinhos de mesa,Canada,,,1978
Vinhos de mesa,Chile,3742918.0,3415769.0,1978
Vinhos de mesa,China,,,1978
Vinhos de mesa,"Coreia do Sul, República",,,1978
Vinhos de mesa,Croácia,,,1978
Vinhos de mesa,Cuba,,,1978
Vinhos de mesa,Emirados Árabes Unidos,,,1978
Vinhos de mesa,Eslovênia,,,1978
Vinhos de mesa,Eslováquia,,,1978
Vinhos de mesa,Espanha,87767.0,75364.0,1978
Vinhos de mesa,Estados Unidos,58050.0,67752.0,1978
Vinhos de mesa,França,355292.0,633098.0,1978
Vinhos de mesa,Geórgia,,,1978
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,1978
Vinhos de mesa,Grécia,,,1978
Vinhos de mesa,Hong Kong,,,1978
Vinhos de mesa,Hungria,,,1978
Vinhos de mesa,Indonésia,,,1978
Vinhos de mesa,Irlanda,,,1978
Vinhos de mesa,Israel,,,1978
Vinhos de mesa,Itália,250535.0,268114.0,1978
Vinhos de mesa,Japão,,,1978
Vinhos de mesa,Iugoslávia,1764.0,1630.0,1978
Vinhos de mesa,Líbano,,,1978
Vinhos de mesa,Luxemburgo,,,1978
Vinhos de mesa,Macedônia,,,1978
Vinhos de mesa,Marrocos,,,1978
Vinhos de mesa,México,,,1978
Vinhos de mesa,Moldávia,,,1978
Vinhos de mesa,Montenegro,,,1978
Vinhos de mesa,Noruega,,,1978
Vinhos de mesa,Nova Zelândia,,,1978
Vinhos de mesa,Países Baixos (Holanda),,,1978
Vinhos de mesa,Panamá,,,1978
Vinhos de mesa,Paraguai,,,1978
Vinhos de mesa,Peru,,,1978
Vinhos de mesa,Porto Rico,,,1978
Vinhos de mesa,Portugal,2763298.0,2706030.0,1978
Vinhos de mesa,Reino Unido,,,1978
Vinhos de mesa,Republica Dominicana,,,1978
Vinhos de mesa,Romênia,,,1978
Vinhos de mesa,Rússia,,,1978
Vinhos de mesa,San Marino,,,1978
Vinhos de mesa,Sérvia,,,1978
Vinhos de mesa,Síria,,,1978
Vinhos de mesa,Suazilândia,,,1978
Vinhos de mesa,Suíça,,,1978
Vinhos de mesa,"Tcheca, República",,,1978
Vinhos de mesa,Tunísia,,,1978
Vinhos de mesa,Turquia,,,1978
Vinhos de mesa,Ucrânia,,,1978
Vinhos de mesa,Uruguai,32371.0,33900.0,1978
Vinhos de mesa,Não consta na tabela,,,1978
Vinhos de mesa,Não declarados,,,1978
Vinhos de mesa,Outros,1347.0,1210.0,1978
Espumantes,Africa do Sul,,,1978
Espumantes,Alemanha,420.0,1059.0,1978
Espumantes,Argentina,180.0,210.0,1978
Espumantes,Austrália,,,1978
Espumantes,Áustria,,,1978
Espumantes,Bermudas,,,1978
Espumantes,Bahamas,,,1978
Espumantes,Bélgica,,,1978
Espumantes,Brasil,,,1978
Espumantes,Bulgária,,,1978
Espumantes,Canada,,,1978
Espumantes,Chile,45.0,76.0,1978
Espumantes,Croácia,,,1978
Espumantes,Cuba,,,1978
Espumantes,Emirados Árabes Unidos,,,1978
Espumantes,Eslovênia,,,1978
Espumantes,Espanha,38780.0,49246.0,1978
Espumantes,Estados Unidos,,,1978
Espumantes,França,51710.0,236584.0,1978
Espumantes,Geórgia,,,1978
Espumantes,Granada,,,1978
Espumantes,Grécia,,,1978
Espumantes,Hong Kong,,,1978
Espumantes,Hungria,,,1978
Espumantes,Indonésia,,,1978
Espumantes,Irlanda,,,1978
Espumantes,Israel,,,1978
Espumantes,Itália,7119.0,8916.0,1978
Espumantes,Japão,,,1978
Espumantes,Luxemburgo,,,1978
Espumantes,México,,,1978
Espumantes,Moldávia,,,1978
Espumantes,Nova Zelândia,,,1978
Espumantes,Países Baixos,,,1978
Espumantes,Panamá,,,1978
Espumantes,Peru,,,1978
Espumantes,Portugal,11077.0,18687.0,1978
Espumantes,Reino Unido,,,1978
Espumantes,Romênia,,,1978
Espumantes,Suíça,,,1978
Espumantes,Tunísia,,,1978
Espumantes,Ucrânia,,,1978
Espumantes,Uruguai,,,1978
Espumantes,Não consta na tabela,,,1978
Espumantes,Não declarados,,,1978
Espumantes,Outros,,,1978
Uvas frescas,Argélia,,,1978
Uvas frescas,Argentina,1998590.0,1256166.0,1978
Uvas frescas,Brasil,,,1978
Uvas frescas,Chile,3320968.0,2178091.0,1978
Uvas frescas,Colômbia,208954.0,183724.0,1978
Uvas frescas,Egito,,,1978
Uvas frescas,Espanha,,,1978
Uvas frescas,Estados Unidos,15370.0,17394.0,1978
Uvas frescas,Grécia,,,1978
Uvas frescas,Itália,,,1978
Uvas frescas,México,,,1978
Uvas frescas,Peru,1500.0,1425.0,1978
Uvas frescas,Paraguai,,,1978
Uvas frescas,Portugal,,,1978
Uvas frescas,Panamá,,,1978
Uvas frescas,Reino Unido,,,1978
Uvas frescas,Uruguai,,,1978
Uvas frescas,Venezuela,,,1978
Uvas frescas,Não consta na tabela,,,1978
Uvas frescas,Outros,,,1978
Uvas passas,Afeganistão,,,1978
Uvas passas,África do Sul,,,1978
Uvas passas,"Alemanha, República Democrática",,,1978
Uvas passas,Arábia Saudita,,,1978
Uvas passas,Argentina,2385266.0,2683017.0,1978
Uvas passas,Austrália,,,1978
Uvas passas,Bélgica,,,1978
Uvas passas,Chile,756026.0,1278523.0,1978
Uvas passas,China,,,1978
Uvas passas,China Continental,,,1978
Uvas passas,Cingapura,,,1978
Uvas passas,Costa Rica,,,1978
Uvas passas,Emirados,,,1978
Uvas passas,Egito,,,1978
Uvas passas,Espanha,3000.0,10850.0,1978
Uvas passas,Estados Unidos,102285.0,251489.0,1978
Uvas passas,França,,,1978
Uvas passas,Grécia,12500.0,12812.0,1978
Uvas passas,Guiana Britânica,,,1978
Uvas passas,Índia,,,1978
Uvas passas,Irã,,,1978
Uvas passas,Itália,,,1978
Uvas passas,Japão,,,1978
Uvas passas,México,778330.0,1154578.0,1978
Uvas passas,Países Baixos,,,1978
Uvas passas,Paraguai,,,1978
Uvas passas,Peru,,,1978
Uvas passas,Portugal,,,1978
Uvas passas,Reino Unido,,,1978
Uvas passas,Suécia,,,1978
Uvas passas,Turquia,,,1978
Uvas passas,Uruguai,,,1978
Uvas passas,Uzbequistão,,,1978
Uvas passas,Venezuela,,,1978
Uvas passas,Não consta na tabela,,,1978
Uvas passas,Outros,,,1978
Suco de uva,Africa do Sul,,,1978
Suco de uva,Alemanha,,,1978
Suco de uva,Argentina,2790.0,2850.0,1978
Suco de uva,Austria,,,1978
Suco de uva,Canadá,,,1978
Suco de uva,"Coreia do Sul, República",,,1978
Suco de uva,"Coreia do Norte, República",,,1978
Suco de uva,Chile,,,1978
Suco de uva,China,,,1978
Suco de uva,Dinamarca,,,1978
Suco de uva,Espanha,,,1978
Suco de uva,Estados Unidos,,,1978
Suco de uva,França,,,1978
Suco de uva,Guiana,,,1978
Suco de uva,Israel,,,1978
Suco de uva,itália,,,1978
Suco de uva,Japão,,,1978
Suco de uva,Líbano,,,1978
Suco de uva,México,,,1978
Suco de uva,Países Baixos,,,1978
Suco de uva,Panamá,,,1978
Suco de uva,Peru,,,1978
Suco de uva,Portugal,,,1978
Suco de uva,Reino Unido,,,1978
Suco de uva,Taiwan,,,1978
Suco de uva,Turquia,,,1978
Suco de uva,Uruguai,,,1978
Suco de uva,Venezuela,,,1978
Suco de uva,Outros,,,1978
Vinhos de mesa,Africa do Sul,,,1979
Vinhos de mesa,Alemanha,433478.0,691404.0,1979
Vinhos de mesa,Argélia,,,1979
Vinhos de mesa,Arábia Saudita,,,1979
Vinhos de mesa,Argentina,646978.0,888941.0,1979
Vinhos de mesa,Armênia,,,1979
Vinhos de mesa,Austrália,,,1979
Vinhos de mesa,Áustria,4250.0,3756.0,1979
Vinhos de mesa,Bermudas,,,1979
Vinhos de mesa,Bélgica,,,1979
Vinhos de mesa,Bolívia,,,1979
Vinhos de mesa,Bósnia-Herzegovina,,,1979
Vinhos de mesa,Brasil,,,1979
Vinhos de mesa,Bulgária,,,1979
Vinhos de mesa,Canada,,,1979
Vinhos de mesa,Chile,4235991.0,4315227.0,1979
Vinhos de mesa,China,,,1979
Vinhos de mesa,"Coreia do Sul, República",,,1979
Vinhos de mesa,Croácia,,,1979
Vinhos de mesa,Cuba,,,1979
Vinhos de mesa,Emirados Árabes Unidos,,,1979
Vinhos de mesa,Eslovênia,,,1979
Vinhos de mesa,Eslováquia,,,1979
Vinhos de mesa,Espanha,103825.0,92476.0,1979
Vinhos de mesa,Estados Unidos,32400.0,36360.0,1979
Vinhos de mesa,França,458369.0,795004.0,1979
Vinhos de mesa,Geórgia,,,1979
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,1979
Vinhos de mesa,Grécia,,,1979
Vinhos de mesa,Hong Kong,,,1979
Vinhos de mesa,Hungria,,,1979
Vinhos de mesa,Indonésia,,,1979
Vinhos de mesa,Irlanda,,,1979
Vinhos de mesa,Israel,,,1979
Vinhos de mesa,Itália,407274.0,562726.0,1979
Vinhos de mesa,Japão,,,1979
Vinhos de mesa,Iugoslávia,2100.0,2050.0,1979
Vinhos de mesa,Líbano,,,1979
Vinhos de mesa,Luxemburgo,,,1979
Vinhos de mesa,Macedônia,,,1979
Vinhos de mesa,Marrocos,,,1979
Vinhos de mesa,México,,,1979
Vinhos de mesa,Moldávia,,,1979
Vinhos de mesa,Montenegro,,,1979
Vinhos de mesa,Noruega,,,1979
Vinhos de mesa,Nova Zelândia,,,1979
Vinhos de mesa,Países Baixos (Holanda),,,1979
Vinhos de mesa,Panamá,,,1979
Vinhos de mesa,Paraguai,,,1979
Vinhos de mesa,Peru,,,1979
Vinhos de mesa,Porto Rico,,,1979
Vinhos de mesa,Portugal,2823760.0,3493450.0,1979
Vinhos de mesa,Reino Unido,,,1979
Vinhos de mesa,Republica Dominicana,,,1979
Vinhos de mesa,Romênia,,,1979
Vinhos de mesa,Rússia,,,1979
Vinhos de mesa,San Marino,,,1979
Vinhos de mesa,Sérvia,,,1979
Vinhos de mesa,Síria,,,1979
Vinhos de mesa,Suazilândia,,,1979
Vinhos de mesa,Suíça,,,1979
Vinhos de mesa,"Tcheca, República",,,1979
Vinhos de mesa,Tunísia,,,1979
Vinhos de mesa,Turquia,,,1979
Vinhos de mesa,Ucrânia,,,1979
Vinhos de mesa,Uruguai,13320.0,22900.0,1979
Vinhos de mesa,Não consta na tabela,,,1979
Vinhos de mesa,Não declarados,,,1979
Vinhos de mesa,Outros,2411.0,2614.0,1979
Espumantes,Africa do Sul,,,1979
Espumantes,Alemanha,1020.0,3901.0,1979
Espumantes,Argentina,13500.0,16500.0,1979
Espumantes,Austrália,,,1979
Espumantes,Áustria,,,1979
Espumantes,Bermudas,,,1979
Espumantes,Bahamas,,,1979
Espumantes,Bélgica,,,1979
Espumantes,Brasil,,,1979
Espumantes,Bulgária,,,1979
Espumantes,Canada,,,1979
Espumantes,Chile,,,1979
Espumantes,Croácia,,,1979
Espumantes,Cuba,,,1979
Espumantes,Emirados Árabes Unidos,,,1979
Espumantes,Eslovênia,,,1979
Espumantes,Espanha,44226.0,56686.0,1979
Espumantes,Estados Unidos,,,1979
Espumantes,França,27554.0,169843.0,1979
Espumantes,Geórgia,,,1979
Espumantes,Granada,,,1979
Espumantes,Grécia,,,1979
Espumantes,Hong Kong,,,1979
Espumantes,Hungria,,,1979
Espumantes,Indonésia,,,1979
Espumantes,Irlanda,,,1979
Espumantes,Israel,180.0,370.0,1979
Espumantes,Itália,16234.0,18345.0,1979
Espumantes,Japão,,,1979
Espumantes,Luxemburgo,,,1979
Espumantes,México,,,1979
Espumantes,Moldávia,,,1979
Espumantes,Nova Zelândia,,,1979
Espumantes,Países Baixos,,,1979
Espumantes,Panamá,,,1979
Espumantes,Peru,,,1979
Espumantes,Portugal,8967.0,19683.0,1979
Espumantes,Reino Unido,,,1979
Espumantes,Romênia,,,1979
Espumantes,Suíça,,,1979
Espumantes,Tunísia,,,1979
Espumantes,Ucrânia,,,1979
Espumantes,Uruguai,,,1979
Espumantes,Não consta na tabela,,,1979
Espumantes,Não declarados,,,1979
Espumantes,Outros,,,1979
Uvas frescas,Argélia,,,1979
Uvas frescas,Argentina,490090.0,419189.0,1979
Uvas frescas,Brasil,,,1979
Uvas frescas,Chile,3032695.0,2400561.0,1979
Uvas frescas,Colômbia,250150.0,229134.0,1979
Uvas frescas,Egito,,,1979
Uvas frescas,Espanha,70000.0,40600.0,1979
Uvas frescas,Estados Unidos,35014.0,27840.0,1979
Uvas frescas,Grécia,,,1979
Uvas frescas,Itália,,,1979
Uvas frescas,México,59980.0,53982.0,1979
Uvas frescas,Peru,,,1979
Uvas frescas,Paraguai,,,1979
Uvas frescas,Portugal,,,1979
Uvas frescas,Panamá,,,1979
Uvas frescas,Reino Unido,,,1979
Uvas frescas,Uruguai,,,1979
Uvas frescas,Venezuela,,,1979
Uvas frescas,Não consta na tabela,,,1979
Uvas frescas,Outros,,,1979
Uvas passas,Afeganistão,,,1979
Uvas passas,África do Sul,,,1979
Uvas passas,"Alemanha, República Democrática",,,1979
Uvas passas,Arábia Saudita,,,1979
Uvas passas,Argentina,1527094.0,3998797.0,1979
Uvas passas,Austrália,,,1979
Uvas passas,Bélgica,,,1979
Uvas passas,Chile,1088002.0,2567693.0,1979
Uvas passas,China,,,1979
Uvas passas,China Continental,,,1979
Uvas passas,Cingapura,,,1979
Uvas passas,Costa Rica,,,1979
Uvas passas,Emirados,,,1979
Uvas passas,Egito,,,1979
Uvas passas,Espanha,1680.0,7056.0,1979
Uvas passas,Estados Unidos,53591.0,227326.0,1979
Uvas passas,França,,,1979
Uvas passas,Grécia,25000.0,36813.0,1979
Uvas passas,Guiana Britânica,,,1979
Uvas passas,Índia,,,1979
Uvas passas,Irã,,,1979
Uvas passas,Itália,,,1979
Uvas passas,Japão,,,1979
Uvas passas,México,1126710.0,2530026.0,1979
Uvas passas,Países Baixos,,,1979
Uvas passas,Paraguai,,,1979
Uvas passas,Peru,,,1979
Uvas passas,Portugal,,,1979
Uvas passas,Reino Unido,,,1979
Uvas passas,Suécia,,,1979
Uvas passas,Turquia,,,1979
Uvas passas,Uruguai,,,1979
Uvas passas,Uzbequistão,,,1979
Uvas passas,Venezuela,,,1979
Uvas passas,Não consta na tabela,,,1979
Uvas passas,Outros,,,1979
Suco de uva,Africa do Sul,,,1979
Suco de uva,Alemanha,,,1979
Suco de uva,Argentina,,,1979
Suco de uva,Austria,,,1979
Suco de uva,Canadá,,,1979
Suco de uva,"Coreia do Sul, República",,,1979
Suco de uva,"Coreia do Norte, República",,,1979
Suco de uva,Chile,,,1979
Suco de uva,China,,,1979
Suco de uva,Dinamarca,49.0,64.0,1979
Suco de uva,Espanha,,,1979
Suco de uva,Estados Unidos,,,1979
Suco de uva,França,,,1979
Suco de uva,Guiana,,,1979
Suco de uva,Israel,,,1979
Suco de uva,itália,,,1979
Suco de uva,Japão,,,1979
Suco de uva,Líbano,,,1979
Suco de uva,México,,,1979
Suco de uva,Países Baixos,,,1979
Suco de uva,Panamá,,,1979
Suco de uva,Peru,,,1979
Suco de uva,Portugal,,,1979
Suco de uva,Reino Unido,,,1979
Suco de uva,Taiwan,,,1979
Suco de uva,Turquia,,,1979
Suco de uva,Uruguai,,,1979
Suco de uva,Venezuela,,,1979
Suco de uva,Outros,,,1979
Vinhos de mesa,Africa do Sul,,,1980
Vinhos de mesa,Alemanha,457033.0,704307.0,1980
Vinhos de mesa,Argélia,,,1980
Vinhos de mesa,Arábia Saudita,,,1980
Vinhos de mesa,Argentina,298471.0,479464.0,1980
Vinhos de mesa,Armênia,,,1980
Vinhos de mesa,Austrália,,,1980
Vinhos de mesa,Áustria,2385.0,5878.0,1980
Vinhos de mesa,Bermudas,,,1980
Vinhos de mesa,Bélgica,,,1980
Vinhos de mesa,Bolívia,,,1980
Vinhos de mesa,Bósnia-Herzegovina,,,1980
Vinhos de mesa,Brasil,,,1980
Vinhos de mesa,Bulgária,,,1980
Vinhos de mesa,Canada,,,1980
Vinhos de mesa,Chile,2568586.0,3199365.0,1980
Vinhos de mesa,China,,,1980
Vinhos de mesa,"Coreia do Sul, República",,,1980
Vinhos de mesa,Croácia,,,1980
Vinhos de mesa,Cuba,,,1980
Vinhos de mesa,Emirados Árabes Unidos,,,1980
Vinhos de mesa,Eslovênia,,,1980
Vinhos de mesa,Eslováquia,,,1980
Vinhos de mesa,Espanha,111381.0,109277.0,1980
Vinhos de mesa,Estados Unidos,32400.0,36720.0,1980
Vinhos de mesa,França,248038.0,508338.0,1980
Vinhos de mesa,Geórgia,,,1980
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,1980
Vinhos de mesa,Grécia,,,1980
Vinhos de mesa,Hong Kong,,,1980
Vinhos de mesa,Hungria,,,1980
Vinhos de mesa,Indonésia,,,1980
Vinhos de mesa,Irlanda,,,1980
Vinhos de mesa,Israel,,,1980
Vinhos de mesa,Itália,217226.0,283635.0,1980
Vinhos de mesa,Japão,,,1980
Vinhos de mesa,Iugoslávia,,,1980
Vinhos de mesa,Líbano,,,1980
Vinhos de mesa,Luxemburgo,,,1980
Vinhos de mesa,Macedônia,,,1980
Vinhos de mesa,Marrocos,,,1980
Vinhos de mesa,México,,,1980
Vinhos de mesa,Moldávia,,,1980
Vinhos de mesa,Montenegro,,,1980
Vinhos de mesa,Noruega,,,1980
Vinhos de mesa,Nova Zelândia,,,1980
Vinhos de mesa,Países Baixos (Holanda),,,1980
Vinhos de mesa,Panamá,,,1980
Vinhos de mesa,Paraguai,,,1980
Vinhos de mesa,Peru,,,1980
Vinhos de mesa,Porto Rico,,,1980
Vinhos de mesa,Portugal,1601931.0,2146952.0,1980
Vinhos de mesa,Reino Unido,,,1980
Vinhos de mesa,Republica Dominicana,,,1980
Vinhos de mesa,Romênia,,,1980
Vinhos de mesa,Rússia,,,1980
Vinhos de mesa,San Marino,,,1980
Vinhos de mesa,Sérvia,,,1980
Vinhos de mesa,Síria,,,1980
Vinhos de mesa,Suazilândia,,,1980
Vinhos de mesa,Suíça,,,1980
Vinhos de mesa,"Tcheca, República",,,1980
Vinhos de mesa,Tunísia,,,1980
Vinhos de mesa,Turquia,,,1980
Vinhos de mesa,Ucrânia,,,1980
Vinhos de mesa,Uruguai,8880.0,16800.0,1980
Vinhos de mesa,Não consta na tabela,,,1980
Vinhos de mesa,Não declarados,,,1980
Vinhos de mesa,Outros,10446.0,10543.0,1980
Espumantes,Africa do Sul,,,1980
Espumantes,Alemanha,332.0,1175.0,1980
Espumantes,Argentina,,,1980
Espumantes,Austrália,,,1980
Espumantes,Áustria,,,1980
Espumantes,Bermudas,,,1980
Espumantes,Bahamas,,,1980
Espumantes,Bélgica,,,1980
Espumantes,Brasil,,,1980
Espumantes,Bulgária,,,1980
Espumantes,Canada,,,1980
Espumantes,Chile,861.0,1734.0,1980
Espumantes,Croácia,,,1980
Espumantes,Cuba,,,1980
Espumantes,Emirados Árabes Unidos,,,1980
Espumantes,Eslovênia,,,1980
Espumantes,Espanha,45842.0,49789.0,1980
Espumantes,Estados Unidos,,,1980
Espumantes,França,13235.0,82136.0,1980
Espumantes,Geórgia,,,1980
Espumantes,Granada,,,1980
Espumantes,Grécia,,,1980
Espumantes,Hong Kong,,,1980
Espumantes,Hungria,,,1980
Espumantes,Indonésia,,,1980
Espumantes,Irlanda,,,1980
Espumantes,Israel,585.0,1435.0,1980
Espumantes,Itália,20932.0,33860.0,1980
Espumantes,Japão,,,1980
Espumantes,Luxemburgo,,,1980
Espumantes,México,,,1980
Espumantes,Moldávia,,,1980
Espumantes,Nova Zelândia,,,1980
Espumantes,Países Baixos,,,1980
Espumantes,Panamá,,,1980
Espumantes,Peru,,,1980
Espumantes,Portugal,4242.0,8979.0,1980
Espumantes,Reino Unido,,,1980
Espumantes,Romênia,,,1980
Espumantes,Suíça,,,1980
Espumantes,Tunísia,,,1980
Espumantes,Ucrânia,,,1980
Espumantes,Uruguai,,,1980
Espumantes,Não consta na tabela,,,1980
Espumantes,Não declarados,,,1980
Espumantes,Outros,,,1980
Uvas frescas,Argélia,,,1980
Uvas frescas,Argentina,276000.0,253558.0,1980
Uvas frescas,Brasil,,,1980
Uvas frescas,Chile,1334991.0,1237355.0,1980
Uvas frescas,Colômbia,65176.0,83747.0,1980
Uvas frescas,Egito,,,1980
Uvas frescas,Espanha,,,1980
Uvas frescas,Estados Unidos,167893.0,165275.0,1980
Uvas frescas,Grécia,,,1980
Uvas frescas,Itália,,,1980
Uvas frescas,México,,,1980
Uvas frescas,Peru,3500.0,2625.0,1980
Uvas frescas,Paraguai,,,1980
Uvas frescas,Portugal,,,1980
Uvas frescas,Panamá,,,1980
Uvas frescas,Reino Unido,,,1980
Uvas frescas,Uruguai,,,1980
Uvas frescas,Venezuela,,,1980
Uvas frescas,Não consta na tabela,,,1980
Uvas frescas,Outros,,,1980
Uvas passas,Afeganistão,,,1980
Uvas passas,África do Sul,,,1980
Uvas passas,"Alemanha, República Democrática",,,1980
Uvas passas,Arábia Saudita,,,1980
Uvas passas,Argentina,1586137.0,3707049.0,1980
Uvas passas,Austrália,,,1980
Uvas passas,Bélgica,,,1980
Uvas passas,Chile,484040.0,1100566.0,1980
Uvas passas,China,,,1980
Uvas passas,China Continental,,,1980
Uvas passas,Cingapura,,,1980
Uvas passas,Costa Rica,,,1980
Uvas passas,Emirados,,,1980
Uvas passas,Egito,,,1980
Uvas passas,Espanha,,,1980
Uvas passas,Estados Unidos,148029.0,387349.0,1980
Uvas passas,França,,,1980
Uvas passas,Grécia,25000.0,50563.0,1980
Uvas passas,Guiana Britânica,,,1980
Uvas passas,Índia,,,1980
Uvas passas,Irã,,,1980
Uvas passas,Itália,,,1980
Uvas passas,Japão,,,1980
Uvas passas,México,1336070.0,2674311.0,1980
Uvas passas,Países Baixos,,,1980
Uvas passas,Paraguai,,,1980
Uvas passas,Peru,,,1980
Uvas passas,Portugal,,,1980
Uvas passas,Reino Unido,,,1980
Uvas passas,Suécia,,,1980
Uvas passas,Turquia,7000.0,11885.0,1980
Uvas passas,Uruguai,,,1980
Uvas passas,Uzbequistão,,,1980
Uvas passas,Venezuela,,,1980
Uvas passas,Não consta na tabela,,,1980
Uvas passas,Outros,,,1980
Suco de uva,Africa do Sul,,,1980
Suco de uva,Alemanha,,,1980
Suco de uva,Argentina,,,1980
Suco de uva,Austria,,,1980
Suco de uva,Canadá,,,1980
Suco de uva,"Coreia do Sul, República",,,1980
Suco de uva,"Coreia do Norte, República",,,1980
Suco de uva,Chile,,,1980
Suco de uva,China,,,1980
Suco de uva,Dinamarca,,,1980
Suco de uva,Espanha,,,1980
Suco de uva,Estados Unidos,,,1980
Suco de uva,França,,,1980
Suco de uva,Guiana,,,1980
Suco de uva,Israel,,,1980
Suco de uva,itália,,,1980
Suco de uva,Japão,,,1980
Suco de uva,Líbano,,,1980
Suco de uva,México,,,1980
Suco de uva,Países Baixos,,,1980
Suco de uva,Panamá,,,1980
Suco de uva,Peru,,,1980
Suco de uva,Portugal,,,1980
Suco de uva,Reino Unido,,,1980
Suco de uva,Taiwan,,,1980
Suco de uva,Turquia,,,1980
Suco de uva,Uruguai,,,1980
Suco de uva,Venezuela,,,1980
Suco de uva,Outros,,,1980
Vinhos de mesa,Africa do Sul,,,1981
Vinhos de mesa,Alemanha,707194.0,853830.0,1981
Vinhos de mesa,Argélia,,,1981
Vinhos de mesa,Arábia Saudita,,,1981
Vinhos de mesa,Argentina,131738.0,209173.0,1981
Vinhos de mesa,Armênia,,,1981
Vinhos de mesa,Austrália,,,1981
Vinhos de mesa,Áustria,,,1981
Vinhos de mesa,Bermudas,,,1981
Vinhos de mesa,Bélgica,,,1981
Vinhos de mesa,Bolívia,,,1981
Vinhos de mesa,Bósnia-Herzegovina,,,1981
Vinhos de mesa,Brasil,,,1981
Vinhos de mesa,Bulgária,,,1981
Vinhos de mesa,Canada,,,1981
Vinhos de mesa,Chile,1647720.0,2344875.0,1981
Vinhos de mesa,China,,,1981
Vinhos de mesa,"Coreia do Sul, República",,,1981
Vinhos de mesa,Croácia,,,1981
Vinhos de mesa,Cuba,,,1981
Vinhos de mesa,Emirados Árabes Unidos,,,1981
Vinhos de mesa,Eslovênia,,,1981
Vinhos de mesa,Eslováquia,,,1981
Vinhos de mesa,Espanha,56316.0,59696.0,1981
Vinhos de mesa,Estados Unidos,28350.0,33443.0,1981
Vinhos de mesa,França,303063.0,479427.0,1981
Vinhos de mesa,Geórgia,,,1981
Vinhos de mesa,"Geórgia do Sul e Sandwich do Sul, Ilhas",,,1981
Vinhos de mesa,Grécia,,,1981
Vinhos de mesa,Hong Kong,,,1981
Vinhos de mesa,Hungria,,,1981
Vinhos de mesa,Indonésia,,,1981
